dbo:Place;;;What is the  abbreviation of <A> ?;select ?x where { <A>  dbo:abbreviation ?x  } ;select distinct(?a) where { ?a dbo:abbreviation []  } 
dbo:Place;;;What is the number of  abbreviation of <A> ?;select count(*) as ?x where { <A>  dbo:abbreviation ?x  } ;select distinct(?a) where { ?a dbo:abbreviation []  } 
dbo:Place;;;What is the  has abstract of <A> ?;select ?x where { <A>  dbo:abstract ?x  } ;select distinct(?a) where { ?a dbo:abstract []  } 
dbo:Place;;;What is the  access of <A> ?;select ?x where { <A>  dbo:access ?x  } ;select distinct(?a) where { ?a dbo:access []  } 
dbo:Place;;;What is the number of  access of <A> ?;select count(*) as ?x where { <A>  dbo:access ?x  } ;select distinct(?a) where { ?a dbo:access []  } 
dbo:Place;;;When is the  active years end date of <A> ?;select ?x where { <A>  dbo:activeYearsEndDate ?x } ;select distinct(?a) where { ?a dbo:activeYearsEndDate []  } 
dbo:Place;;;What is the number of  active years end date of <A> ?;select count(*) as ?x where { <A>  dbo:activeYearsEndDate ?x  } ;select distinct(?a) where { ?a dbo:activeYearsEndDate []  } 
dbo:Place;;;Which one is the oldest based on active years end date of <A> ?;select distinct(?x) where { <A>  dbo:activeYearsEndDate ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:activeYearsEndDate []  } 
dbo:Place;;;What is the  active years end year of <A> ?;select ?x where { <A>  dbo:activeYearsEndYear ?x  } ;select distinct(?a) where { ?a dbo:activeYearsEndYear []  } 
dbo:Place;;;When is the  active years start date of <A> ?;select ?x where { <A>  dbo:activeYearsStartDate ?x } ;select distinct(?a) where { ?a dbo:activeYearsStartDate []  } 
dbo:Place;;;What is the number of  active years start date of <A> ?;select count(*) as ?x where { <A>  dbo:activeYearsStartDate ?x  } ;select distinct(?a) where { ?a dbo:activeYearsStartDate []  } 
dbo:Place;;;Which one is the oldest based on active years start date of <A> ?;select distinct(?x) where { <A>  dbo:activeYearsStartDate ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:activeYearsStartDate []  } 
dbo:Place;;;What is the  active years start year of <A> ?;select ?x where { <A>  dbo:activeYearsStartYear ?x  } ;select distinct(?a) where { ?a dbo:activeYearsStartYear []  } 
dbo:Place;;;What is the  address of <A> ?;select ?x where { <A>  dbo:address ?x  } ;select distinct(?a) where { ?a dbo:address []  } 
dbo:Place;;;What is the  affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x  } ;select distinct(?a) where { ?a dbo:affiliation []  } 
dbo:Place;;;Who is the  chief executive officer of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:ceo ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:ceo ?x } 
dbo:Place;;;What is the number of  chief executive officer of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:ceo ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:ceo ?x } 
dbo:Place;;;Who is the  chairperson of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:chairperson ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:chairperson ?x } 
dbo:Place;;;What is the number of  chairperson of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:chairperson ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:chairperson ?x } 
dbo:Place;;;What is the  child organisation of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:childOrganisation ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:childOrganisation ?x } 
dbo:Place;;;What is the  denomination of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:denomination ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:denomination ?x } 
dbo:Place;;;What is the number of  denomination of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:denomination ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:denomination ?x } 
dbo:Place;;;When is the  formation date of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:formationDate ?x } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:formationDate ?x } 
dbo:Place;;;What is the number of  formation date of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:formationDate ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:formationDate ?x } 
dbo:Place;;;Which one is the oldest based on formation date of affiliation of <A> ?;select distinct(?x) where { <A>  dbo:affiliation ?x1 . ?x1 dbo:formationDate ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:formationDate ?x } 
dbo:Place;;;What is the  formation year of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:formationYear ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:formationYear ?x } 
dbo:Place;;;What is the  foundation place of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:foundationPlace ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:foundationPlace ?x } 
dbo:Place;;;What is the  headquarter of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:headquarter ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:headquarter ?x } 
dbo:Place;;;What is the  home town of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:hometown ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:hometown ?x } 
dbo:Place;;;What is the  ideology of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:ideology ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:ideology ?x } 
dbo:Place;;;What is the  leaderFunction of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:leaderFunction ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:leaderFunction ?x } 
dbo:Place;;;What is the  location city of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:locationCity ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:locationCity ?x } 
dbo:Place;;;What is the  main organ of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:mainOrgan ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:mainOrgan ?x } 
dbo:Place;;;What is the number of  main organ of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:mainOrgan ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:mainOrgan ?x } 
dbo:Place;;;What is the  membership of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:membership ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:membership ?x } 
dbo:Place;;;What is the  number of employees of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfEmployees ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfEmployees ?x } 
dbo:Place;;;Which one is the highest based on number of employees of affiliation of <A> ?;select distinct(?x) where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfEmployees ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfEmployees ?x } 
dbo:Place;;;What is the  number of locations of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfLocations ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfLocations ?x } 
dbo:Place;;;Which one is the highest based on number of locations of affiliation of <A> ?;select distinct(?x) where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfLocations ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfLocations ?x } 
dbo:Place;;;What is the  number of staff of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfStaff ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfStaff ?x } 
dbo:Place;;;Which one is the highest based on number of staff of affiliation of <A> ?;select distinct(?x) where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfStaff ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfStaff ?x } 
dbo:Place;;;What is the  number of volunteers of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfVolunteers ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfVolunteers ?x } 
dbo:Place;;;Which one is the highest based on number of volunteers of affiliation of <A> ?;select distinct(?x) where { <A>  dbo:affiliation ?x1 . ?x1 dbo:numberOfVolunteers ?x  } order by ?x limit 1 ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:numberOfVolunteers ?x } 
dbo:Place;;;What is the  parent organisation of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:parentOrganisation ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:parentOrganisation ?x } 
dbo:Place;;;What is the  product of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:product ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:product ?x } 
dbo:Place;;;What is the number of  product of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:product ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:product ?x } 
dbo:Place;;;Where is the  region served of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:regionServed ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:regionServed ?x } 
dbo:Place;;;What is the number of  region served of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:regionServed ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:regionServed ?x } 
dbo:Place;;;Who is the  secretary of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:secretaryGeneral ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:secretaryGeneral ?x } 
dbo:Place;;;What is the number of  secretary of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:secretaryGeneral ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:secretaryGeneral ?x } 
dbo:Place;;;What is the  service of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:service ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:service ?x } 
dbo:Place;;;What is the number of  service of affiliation of <A> ?;select count(*) as ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:service ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:service ?x } 
dbo:Place;;;What is the  staff of affiliation of <A> ?;select ?x where { <A>  dbo:affiliation ?x1 . ?x1 dbo:staff ?x  } ;select distinct(?a) where { ?a dbo:affiliation [] . ?a  dbo:affiliation ?x1 . ?x1  dbo:staff ?x } 
